,R_fighter,B_fighter,Winner,finish,finish_details,weight_class
2576,Daron Cruickshank,James Krause,Blue,SUB,Rear Naked Choke,Lightweight
2577,Ramsey Nijem,Andrew Holbrook,Blue,S-DEC,,Lightweight
2578,Jessamyn Duke,Elizabeth Phillips,Blue,U-DEC,,Women's Bantamweight
2579,Zak Cummings,Dominique Steele,Red,KO/TKO,Punches,Middleweight
2580,Michael Bisping,Thales Leites,Red,S-DEC,,Middleweight
2581,Ross Pearson,Evan Dunham,Blue,U-DEC,,Lightweight
2582,Joe Duffy,Ivan Jorge,Red,SUB,Triangle Choke,Lightweight
2583,Joanne Calderwood,Cortney Casey,Red,U-DEC,,Women's Strawweight
2584,Leon Edwards,Pawel Pawlak,Red,U-DEC,,Welterweight
2585,Stevie Ray,Leonardo Mafra,Red,KO/TKO,Punches,Lightweight
2586,Paddy Holohan,Vaughan Lee,Red,U-DEC,,Flyweight
2587,Ilir Latifi,Hans Stringer,Red,KO/TKO,Punch,Light Heavyweight
2588,Mickael Lebout,Teemu Packalen,Red,U-DEC,,Lightweight
2589,Rob Whiteford,Paul Redmond,Red,,,Featherweight
2590,Marcus Brimage,Jimmie Rivera,Blue,KO/TKO,Punches,Bantamweight
2591,Daniel Omielanczuk,Chris de la Rocha,Red,KO/TKO,Punch,Heavyweight
2592,Frank Mir,Todd Duffee,Red,KO/TKO,Punch,Heavyweight
2593,Josh Thomson,Tony Ferguson,Blue,U-DEC,,Lightweight
2594,Holly Holm,Marion Reneau,Red,U-DEC,,Women's Bantamweight
2595,Scott Jorgensen,Manvel Gamburyan,Blue,U-DEC,,Bantamweight
2596,Kevin Lee,James Moontasri,Red,SUB,Rear Naked Choke,Lightweight
2597,Alan Jouban,Matt Dwyer,Red,U-DEC,,Welterweight
2598,Sam Sicilia,Yaotzin Meza,Red,U-DEC,,Featherweight
2599,Jessica Andrade,Sarah Moras,Red,U-DEC,,Women's Bantamweight
2600,Rani Yahya,Masanori Kanehara,Red,S-DEC,,Bantamweight
2601,Igor Araujo,Sean Strickland,Blue,U-DEC,,Welterweight
2602,Kevin Casey,Ildemar Alcantara,Red,U-DEC,,Middleweight
2603,Andrew Craig,Lyman Good,Blue,KO/TKO,Punch,Welterweight
2604,Jake Ellenberger,Stephen Thompson,Blue,KO/TKO,Kick,Welterweight
2605,Kamaru Usman,Hayder Hassan,Red,SUB,Arm Triangle,Welterweight
2606,Michael Graves,Vicente Luque,Red,U-DEC,,Welterweight
2607,Jorge Masvidal,Cezar Ferreira,Red,KO/TKO,Elbow,Welterweight
2608,Angela Magana,Michelle Waterson,Blue,SUB,Rear Naked Choke,Women's Strawweight
2609,Maximo Blanco,Mike de la Torre,Red,KO/TKO,Punch,Featherweight
2610,Josh Samman,Caio Magalhaes,Red,SUB,Rear Naked Choke,Middleweight
2611,Russell Doane,Jerrod Sanders,Blue,U-DEC,,Bantamweight
2612,Dan Miller,Trevor Smith,Blue,U-DEC,,Middleweight
2613,George Sullivan,Dominic Waters,Red,U-DEC,,Welterweight
2614,Darrell Montague,Willie Gates,Blue,KO/TKO,Punches,Flyweight
2615,Chad Mendes,Conor McGregor,Blue,KO/TKO,Punch,Featherweight
2616,Robbie Lawler,Rory MacDonald,Red,KO/TKO,Punch,Welterweight
2617,Dennis Bermudez,Jeremy Stephens,Blue,KO/TKO,Flying Knee,Featherweight
2618,Gunnar Nelson,Brandon Thatch,Red,SUB,Rear Naked Choke,Welterweight
2619,Brad Pickett,Thomas Almeida,Blue,KO/TKO,Flying Knee,Bantamweight
2620,Matt Brown,Tim Means,Red,SUB,Guillotine Choke,Welterweight
2621,Mike Swick,Alex Garcia,Blue,U-DEC,,Welterweight
2622,Cathal Pendred,John Howard,Blue,S-DEC,,Welterweight
2623,Cody Garbrandt,Henry Briones,Red,U-DEC,,Bantamweight
2624,Neil Seery,Louis Smolka,Blue,U-DEC,,Flyweight
2625,Yosdenis Cedeno,Cody Pfister,Blue,U-DEC,,Lightweight
2626,Lyoto Machida,Yoel Romero,Blue,KO/TKO,Elbows,Middleweight
2627,Santiago Ponzinibbio,Lorenz Larkin,Blue,KO/TKO,Punches,Welterweight
2628,Antonio Carlos Junior,Eddie Gordon,Red,SUB,Rear Naked Choke,Middleweight
2629,Thiago Santos,Steve Bosse,Red,KO/TKO,Kick,Middleweight
2630,Hacran Dias,Levan Makashvili,Red,S-DEC,,Featherweight
2631,Alex Oliveira,Joe Merritt,Red,U-DEC,,Welterweight
2632,Leandro Silva,Lewis Gonzalez,Red,U-DEC,,Welterweight
2633,Steve Montgomery,Tony Sims,Blue,KO/TKO,Punch,Welterweight
2634,Danny Martinez,Sirwan Kakai,Blue,U-DEC,,Bantamweight
2635,Joanna Jedrzejczyk,Jessica Penne,Red,KO/TKO,Punches,Women's Strawweight
2636,Dennis Siver,Tatsuya Kawajiri,Blue,U-DEC,,Featherweight
2637,Peter Sobotta,Steve Kennedy,Red,SUB,Rear Naked Choke,Welterweight
2638,Nick Hein,Lukasz Sajewski,Red,U-DEC,,Lightweight
2639,Makwan Amirkhani,Masio Fullen,Red,SUB,Rear Naked Choke,Featherweight
2640,Mairbek Taisumov,Alan Patrick,Red,KO/TKO,Kick,Lightweight
2641,Alan Omer,Arnold Allen,Blue,SUB,Guillotine Choke,Featherweight
2642,Niklas Backstrom,Noad Lahat,Blue,M-DEC,,Featherweight
2643,Scott Askham,Antonio Dos Santos,Red,KO/TKO,Punch,Middleweight
2644,Piotr Hallmann,Magomed Mustafaev,Blue,KO/TKO,,Lightweight
2645,Taylor Lapilus,Ulka Sasaki,Red,,,Bantamweight
2646,Cain Velasquez,Fabricio Werdum,Blue,SUB,Guillotine Choke,Heavyweight
2647,Gilbert Melendez,Eddie Alvarez,Blue,S-DEC,,Lightweight
2648,Kelvin Gastelum,Nate Marquardt,Red,KO/TKO,,Middleweight
2649,Yair Rodriguez,Charles Rosa,Red,S-DEC,,Featherweight
2650,Tecia Torres,Angela Hill,Red,U-DEC,,Women's Strawweight
2651,Henry Cejudo,Chico Camus,Red,U-DEC,,Flyweight
2652,Efrain Escudero,Drew Dober,Red,SUB,Guillotine Choke,Lightweight
2653,Alejandro Perez,Patrick Williams,Blue,SUB,Guillotine Choke,Bantamweight
2654,Francisco Trevino,Johnny Case,Blue,U-DEC,,Lightweight
2655,Augusto Montano,Cathal Pendred,Blue,U-DEC,,Welterweight
2656,Gabriel Benitez,Clay Collard,Red,U-DEC,,Featherweight
2657,Tim Boetsch,Dan Henderson,Blue,KO/TKO,Punch,Middleweight
2658,Ben Rothwell,Matt Mitrione,Red,SUB,Guillotine Choke,Heavyweight
2659,Dustin Poirier,Yancy Medeiros,Red,KO/TKO,Punches,Lightweight
2660,Thiago Tavares,Brian Ortega,Blue,KO/TKO,Punch,Featherweight
2661,Joe Soto,Anthony Birchak,Blue,KO/TKO,Punch,Bantamweight
2662,Francisco Rivera,Alex Caceres,Red,KO/TKO,Punch,Bantamweight
2663,Shawn Jordan,Derrick Lewis,Red,KO/TKO,Kick,Heavyweight
2664,Brian Ebersole,Omari Akhmedov,Blue,KO/TKO,,Welterweight
2665,Chris Wade,Christos Giagos,Red,U-DEC,,Lightweight
2666,Joe Proctor,Justin Edwards,Red,SUB,Guillotine Choke,Lightweight
2667,Ricardo Abreu,Jake Collier,Blue,S-DEC,,Middleweight
2668,Jose Quinonez,Leonardo Morales,Red,SUB,Rear Naked Choke,Bantamweight
2669,Carlos Condit,Thiago Alves,Red,KO/TKO,,Welterweight
2670,Nik Lentz,Charles Oliveira,Blue,SUB,Guillotine Choke,Featherweight
2671,KJ Noons,Alex Oliveira,Blue,SUB,Rear Naked Choke,Welterweight
2672,Francimar Barroso,Ryan Jimmo,Red,U-DEC,,Light Heavyweight
2673,Francisco Trinaldo,Norman Parke,Red,U-DEC,,Lightweight
2674,Wendell Oliveira,Darren Till,Blue,,,Welterweight
2675,Jussier Formiga,Wilson Reis,Red,U-DEC,,Flyweight
2676,Elizeu Zaleski dos Santos,Nicolas Dalby,Blue,S-DEC,,Welterweight
2677,Lucas Martins,Mirsad Bektic,Blue,KO/TKO,Punches,Featherweight
2678,Juliana Lima,Ericka Almeida,Red,U-DEC,,Women's Strawweight
2679,Luiz Dutra,Tom Breese,Blue,KO/TKO,Punches,Welterweight
2680,Anthony Johnson,Daniel Cormier,Blue,SUB,Rear Naked Choke,Light Heavyweight
2681,Chris Weidman,Vitor Belfort,Red,KO/TKO,Punches,Middleweight
2682,Donald Cerrone,John Makdessi,Red,KO/TKO,Kick,Lightweight
2683,Travis Browne,Andrei Arlovski,Blue,KO/TKO,Punches,Heavyweight
2684,Joseph Benavidez,John Moraga,Red,U-DEC,,Flyweight
2685,John Dodson,Zach Makovsky,Red,U-DEC,,Flyweight
2686,Dong Hyun Kim,Joshua Burkman,Red,SUB,Arm Triangle,Welterweight
2687,Uriah Hall,Rafael Natal,Blue,S-DEC,,Middleweight
2688,Mike Pyle,Colby Covington,Blue,U-DEC,,Welterweight
2689,Islam Makhachev,Leo Kuntz,Red,SUB,Rear Naked Choke,Lightweight
2690,Justin Scoggins,Joshua Sampo,Red,,,Flyweight
2691,Frankie Edgar,Urijah Faber,Red,U-DEC,,Featherweight
2692,Gegard Mousasi,Costas Philippou,Red,,,Middleweight
2693,Mark Munoz,Luke Barnatt,Red,U-DEC,,Middleweight
2694,Hyun Gyu Lim,Neil Magny,Blue,KO/TKO,Punches,Welterweight
2695,Phillipe Nover,Yui Chul Nam,Red,S-DEC,,Featherweight
2696,Mark Eddiva,Levan Makashvili,Blue,S-DEC,,Featherweight
2697,Tae Hyun Bang,Jon Tuck,Blue,SUB,Rear Naked Choke,Lightweight
2698,Zhang Lipeng,Kajan Johnson,Blue,,,Lightweight
2699,Li Jingliang,Dhiego Lima,Red,,,Welterweight
2700,Ning Guangyou,Royston Wee,Red,,,Bantamweight
2701,Roldan Sangcha-an,Jon Delos Reyes,Blue,,,Flyweight
2702,Nolan Ticman,Yao Zhikui,Blue,S-DEC,,Flyweight
2703,Stipe Miocic,Mark Hunt,Red,KO/TKO,Punches,Heavyweight
2704,Brad Tavares,Robert Whittaker,Blue,KO/TKO,Punch,Middleweight
2705,Anthony Perosh,Sean O'Connell,Blue,KO/TKO,Punches,Light Heavyweight
2706,Jake Matthews,James Vick,Blue,SUB,Guillotine Choke,Lightweight
2707,Hatsu Hioki,Dan Hooker,Blue,KO/TKO,Kick,Featherweight
2708,Kyle Noke,Jonavin Webb,Red,S-DEC,,Welterweight
2709,Daniel Kelly,Sam Alvey,Blue,KO/TKO,Punch,Middleweight
2710,Bec Rawlings,Lisa Ellis,Red,SUB,Rear Naked Choke,Women's Strawweight
2711,Dylan Andrews,Bradley Scott,Blue,,,Middleweight
2712,Alex Chambers,Kailin Curran,Red,SUB,Armbar,Women's Strawweight
2713,Vik Grujic,Brendan O'Reilly,Blue,U-DEC,,Welterweight
2714,Alptekin Ozkilic,Ben Nguyen,Blue,KO/TKO,Punch,Flyweight
2715,Demetrious Johnson,Kyoji Horiguchi,Red,SUB,Armbar,Flyweight
2716,Rampage Jackson,Fabio Maldonado,Red,,,Catch Weight
2717,Michael Bisping,CB Dollaway,Red,U-DEC,,Middleweight
2718,John Makdessi,Shane Campbell,Red,KO/TKO,Punch,Catch Weight
2719,Yves Jabouin,Thomas Almeida,Blue,KO/TKO,Punches,Bantamweight
2720,Patrick Cote,Joe Riggs,Red,U-DEC,,Welterweight
2721,Alexis Davis,Sarah Kaufman,Red,SUB,Armbar,Women's Bantamweight
2722,Chad Laprise,Bryan Barberena,Red,U-DEC,,Lightweight
2723,Olivier Aubin-Mercier,David Michaud,Red,SUB,Rear Naked Choke,Lightweight
2724,Nordine Taleb,Chris Clements,Red,U-DEC,,Welterweight
2725,Jessica Rakoczy,Valerie Letourneau,Blue,U-DEC,,Women's Strawweight
2726,Randa Markos,Aisling Daly,Red,U-DEC,,Women's Strawweight
2727,Lyoto Machida,Luke Rockhold,Blue,SUB,Rear Naked Choke,Middleweight
2728,Jacare Souza,Chris Camozzi,Red,SUB,Armbar,Middleweight
2729,Cub Swanson,Max Holloway,Blue,SUB,Guillotine Choke,Featherweight
2730,Felice Herrig,Paige VanZant,Blue,U-DEC,,Women's Strawweight
2731,Jim Miller,Beneil Dariush,Blue,U-DEC,,Lightweight
2732,Ovince Saint Preux,Patrick Cummins,Red,KO/TKO,Punch,Light Heavyweight
2733,Corey Anderson,Gian Villante,Blue,KO/TKO,Punch,Light Heavyweight
2734,Takeya Mizugaki,Aljamain Sterling,Blue,SUB,Arm Triangle,Bantamweight
2735,George Sullivan,Tim Means,Blue,SUB,Arm Triangle,Welterweight
2736,Diego Brandao,Jimy Hettes,Red,KO/TKO,,Featherweight
2737,Eddie Gordon,Chris Dempsey,Blue,S-DEC,,Middleweight
2738,Gabriel Gonzaga,Mirko Cro Cop,Blue,,,Heavyweight
2739,Jimi Manuwa,Jan Blachowicz,Red,U-DEC,,Light Heavyweight
2740,Pawel Pawlak,Sheldon Westcott,Red,U-DEC,,Welterweight
2741,Joanne Calderwood,Maryna Moroz,Blue,SUB,Armbar,Women's Strawweight
2742,Seth Baczynski,Leon Edwards,Blue,KO/TKO,Punch,Welterweight
2743,Bartosz Fabinski,Garreth McLellan,Red,U-DEC,,Middleweight
2744,Sergio Moraes,Mickael Lebout,Red,U-DEC,,Welterweight
2745,Damian Stasiak,Yaotzin Meza,Blue,U-DEC,,Featherweight
2746,Daniel Omielanczuk,Anthony Hamilton,Blue,U-DEC,,Heavyweight
2747,Izabela Badurek,Alexandra Albu,Blue,,,Women's Strawweight
2748,Marcin Bandel,Stevie Ray,Blue,KO/TKO,Punches,Lightweight
2749,Taylor Lapilus,Rocky Lee,Red,U-DEC,,Featherweight
2750,Chad Mendes,Ricardo Lamas,Red,KO/TKO,Punches,Featherweight
2751,Jorge Masvidal,Al Iaquinta,Blue,S-DEC,,Lightweight
2752,Michael Chiesa,Mitch Clarke,Red,U-DEC,,Lightweight
2753,Julianna Pena,Milana Dudieva,Red,KO/TKO,Elbows,Women's Bantamweight
2754,Clay Guida,Robert Peralta,Red,U-DEC,,Featherweight
2755,Dustin Poirier,Diego Ferreira,Red,KO/TKO,Punch,Lightweight
2756,Liz Carmouche,Lauren Murphy,Red,U-DEC,,Women's Bantamweight
2757,Gray Maynard,Alexander Yakovlev,Blue,U-DEC,,Lightweight
2758,Shamil Abdurakhimov,Tim Johnson,Blue,,,Heavyweight
2759,Ron Stallings,Justin Jones,Red,U-DEC,,Middleweight
2760,Demian Maia,Ryan LaFlare,Red,U-DEC,,Welterweight
2761,Erick Silva,Josh Koscheck,Red,SUB,Guillotine Choke,Welterweight
2762,Leonardo Santos,Anthony Rocco Martin,Red,SUB,Rear Naked Choke,Lightweight
2763,Amanda Nunes,Shayna Baszler,Red,KO/TKO,Kick,Women's Bantamweight
2764,Gilbert Burns,Alex Oliveira,Red,SUB,Armbar,Lightweight
2765,Godofredo Pepey,Andre Fili,Red,SUB,Triangle Choke,Featherweight
2766,Francisco Trinaldo,Akbarh Arreola,Red,U-DEC,,Lightweight
2767,Kevin Souza,Katsunori Kikuno,Red,,,Featherweight
2768,Leonardo Mafra,Cain Carrizosa,Red,U-DEC,,Lightweight
2769,Jorge de Oliveira,Christos Giagos,Blue,SUB,Rear Naked Choke,Lightweight
2770,Bentley Syler,Fredy Serrano,Blue,KO/TKO,Punch,Flyweight
2771,Anthony Pettis,Rafael Dos Anjos,Blue,U-DEC,,Lightweight
2772,Carla Esparza,Joanna Jedrzejczyk,Blue,KO/TKO,Punches,Women's Strawweight
2773,Johny Hendricks,Matt Brown,Red,U-DEC,,Welterweight
2774,Roy Nelson,Alistair Overeem,Blue,U-DEC,,Heavyweight
2775,Chris Cariaso,Henry Cejudo,Blue,U-DEC,,Flyweight
2776,Ross Pearson,Sam Stout,Red,KO/TKO,Punch,Lightweight
2777,Elias Theodorou,Roger Narvaez,Red,KO/TKO,Punches,Middleweight
2778,Daron Cruickshank,Beneil Dariush,Blue,SUB,Rear Naked Choke,Lightweight
2779,Jared Rosholt,Josh Copeland,Red,KO/TKO,Punches,Heavyweight
2780,Sergio Pettis,Ryan Benoit,Blue,KO/TKO,Punch,Flyweight
2781,Jake Lindsey,Joe Duffy,Blue,KO/TKO,Punch,Lightweight
2782,Larissa Pacheco,Germaine de Randamie,Blue,KO/TKO,Punch,Women's Bantamweight
2783,Ronda Rousey,Cat Zingano,Red,SUB,Armbar,Women's Bantamweight
2784,Raquel Pennington,Holly Holm,Blue,S-DEC,,Women's Bantamweight
2785,Jake Ellenberger,Josh Koscheck,Red,SUB,North-South Choke,Welterweight
2786,Alan Jouban,Richard Walsh,Red,KO/TKO,Elbow,Welterweight
2787,Tony Ferguson,Gleison Tibau,Red,SUB,Rear Naked Choke,Lightweight
2788,Mark Munoz,Roan Carneiro,Blue,SUB,Rear Naked Choke,Middleweight
2789,Dhiego Lima,Tim Means,Blue,KO/TKO,Punch,Welterweight
2790,Derrick Lewis,Ruan Potts,Red,KO/TKO,Punches,Heavyweight
2791,James Krause,Valmir Lazaro,Blue,S-DEC,,Lightweight
2792,Masio Fullen,Alex Torres,Red,S-DEC,,Featherweight
2793,Antonio Silva,Frank Mir,Blue,KO/TKO,Punch,Heavyweight
2794,Edson Barboza,Michael Johnson,Blue,U-DEC,,Lightweight
2795,Cezar Ferreira,Sam Alvey,Blue,KO/TKO,Punches,Middleweight
2796,Rustam Khabilov,Adriano Martins,Blue,S-DEC,,Lightweight
2797,Iuri Alcantara,Frankie Saenz,Blue,U-DEC,,Bantamweight
2798,Santiago Ponzinibbio,Sean Strickland,Red,U-DEC,,Welterweight
2799,Jessica Andrade,Marion Reneau,Blue,SUB,Triangle Choke,Women's Bantamweight
2800,William Patolino,Matt Dwyer,Blue,,,Welterweight
2801,Tiago Trator,Mike de la Torre,Blue,,,Featherweight
2802,Douglas Silva de Andrade,Cody Gibson,Red,U-DEC,,Bantamweight
2803,Ivan Jorge,Josh Shockley,Red,U-DEC,,Lightweight
2804,Benson Henderson,Brandon Thatch,Red,SUB,Rear Naked Choke,Welterweight
2805,Max Holloway,Cole Miller,Red,U-DEC,,Featherweight
2806,Neil Magny,Kiichi Kunimoto,Red,SUB,Rear Naked Choke,Welterweight
2807,Daniel Kelly,Patrick Walsh,Red,U-DEC,,Middleweight
2808,Michel Prazeres,Kevin Lee,Blue,U-DEC,,Lightweight
2809,Ray Borg,Chris Kelades,Red,SUB,Kimura,Flyweight
2810,Efrain Escudero,Rodrigo de Lima,Red,U-DEC,,Lightweight
2811,Chas Skelly,Jim Alers,Red,KO/TKO,Punches,Featherweight
2812,Zach Makovsky,Tim Elliott,Red,U-DEC,,Flyweight
2813,James Moontasri,Cody Pfister,Red,SUB,Rear Naked Choke,Lightweight
2814,Tyron Woodley,Kelvin Gastelum,Red,S-DEC,,Welterweight
2815,Joe Lauzon,Al Iaquinta,Blue,KO/TKO,Punches,Lightweight
2816,Thales Leites,Tim Boetsch,Red,SUB,Arm Triangle,Middleweight
2817,Jordan Mein,Thiago Alves,Blue,KO/TKO,Kick,Welterweight
2818,Miesha Tate,Sara McMann,Red,M-DEC,,Women's Bantamweight
2819,Ed Herman,Derek Brunson,Blue,KO/TKO,Punch,Middleweight
2820,Ian McCall,John Lineker,Blue,U-DEC,,Flyweight
2821,Rafael Natal,Tom Watson,Red,U-DEC,,Middleweight
2822,Richardson Moreira,Ildemar Alcantara,Blue,S-DEC,,Middleweight
2823,Thiago Santos,Andy Enz,Red,KO/TKO,Punches,Middleweight
2824,Alexander Gustafsson,Anthony Johnson,Blue,KO/TKO,Punches,Light Heavyweight
2825,Dan Henderson,Gegard Mousasi,Blue,KO/TKO,Punch,Middleweight
2826,Phil Davis,Ryan Bader,Blue,S-DEC,,Light Heavyweight
2827,Akira Corassani,Sam Sicilia,Blue,KO/TKO,Punch,Featherweight
2828,Nico Musoke,Albert Tumenov,Blue,,,Welterweight
2829,Kenny Robertson,Sultan Aliev,Red,KO/TKO,Punch,Welterweight
2830,Andy Ogle,Makwan Amirkhani,Blue,KO/TKO,Punches,Featherweight
2831,Nikita Krylov,Stanislav Nedkov,Red,SUB,Guillotine Choke,Light Heavyweight
2832,Mairbek Taisumov,Anthony Christodoulou,Red,KO/TKO,Punches,Lightweight
2833,Mirsad Bektic,Paul Redmond,Red,U-DEC,,Featherweight
2834,Viktor Pesta,Konstantin Erokhin,Red,U-DEC,,Heavyweight
2835,Neil Seery,Chris Beal,Red,U-DEC,,Flyweight
2836,Conor McGregor,Dennis Siver,Red,KO/TKO,Punch,Featherweight
2837,Donald Cerrone,Benson Henderson,Red,U-DEC,,Lightweight
2838,Uriah Hall,Ron Stallings,Red,KO/TKO,,Middleweight
2839,Norman Parke,Gleison Tibau,Blue,S-DEC,,Lightweight
2840,Cathal Pendred,Sean Spencer,Red,U-DEC,,Welterweight
2841,John Howard,Lorenz Larkin,Blue,KO/TKO,Punch,Welterweight
2842,Zhang Lipeng,Chris Wade,Blue,,,Lightweight
2843,Paddy Holohan,Shane Howell,Red,U-DEC,,Flyweight
2844,Johnny Case,Frankie Perez,Red,KO/TKO,Punches,Lightweight
2845,Charles Rosa,Sean Soriano,Red,SUB,D'Arce Choke,Featherweight
2846,Matt Van Buren,Sean O'Connell,Blue,KO/TKO,Punches,Light Heavyweight
2847,Tateki Matsuda,Joby Sanchez,Blue,S-DEC,,Flyweight
2848,Jon Jones,Daniel Cormier,Red,U-DEC,,Light Heavyweight
2849,Donald Cerrone,Myles Jury,Red,U-DEC,,Lightweight
2850,Brad Tavares,Nate Marquardt,Red,U-DEC,,Middleweight
2851,Kyoji Horiguchi,Louis Gaudinot,Red,U-DEC,,Flyweight
2852,Danny Castillo,Paul Felder,Blue,KO/TKO,Spinning Back Fist,Lightweight
2853,Marcus Brimage,Cody Garbrandt,Blue,KO/TKO,Punches,Bantamweight
2854,Shawn Jordan,Jared Cannonier,Red,KO/TKO,Punch,Heavyweight
2855,Evan Dunham,Rodrigo Damm,Red,U-DEC,,Lightweight
2856,Omari Akhmedov,Mats Nilsson,Red,U-DEC,,Welterweight
2857,Alexis Dufresne,Marion Reneau,Blue,U-DEC,,Women's Bantamweight
2858,Lyoto Machida,CB Dollaway,Red,KO/TKO,Kick,Middleweight
2859,Renan Barao,Mitch Gagnon,Red,SUB,Arm Triangle,Bantamweight
2860,Antonio Carlos Junior,Patrick Cummins,Blue,U-DEC,,Light Heavyweight
2861,Elias Silverio,Rashid Magomedov,Blue,KO/TKO,Punches,Lightweight
2862,Erick Silva,Mike Rhodes,Red,SUB,Arm Triangle,Welterweight
2863,Daniel Sarafian,Antonio Dos Santos,Red,KO/TKO,,Middleweight
2864,Marcos Rogerio de Lima,Igor Pokrajac,Red,KO/TKO,Punches,Light Heavyweight
2865,Tom Niinimaki,Renato Moicano,Blue,SUB,Rear Naked Choke,Featherweight
2866,Darren Elkins,Hacran Dias,Blue,U-DEC,,Featherweight
2867,Leandro Issa,Ulka Sasaki,Red,,,Bantamweight
2868,Marcio Alexandre Junior,Tim Means,Blue,S-DEC,,Welterweight
2869,Vitor Miranda,Jake Collier,Red,KO/TKO,Kick,Middleweight
2870,Junior Dos Santos,Stipe Miocic,Red,U-DEC,,Heavyweight
2871,Rafael Dos Anjos,Nate Diaz,Red,U-DEC,,Lightweight
2872,Alistair Overeem,Stefan Struve,Red,KO/TKO,Punch,Heavyweight
2873,Gabriel Gonzaga,Matt Mitrione,Blue,KO/TKO,Punch,Heavyweight
2874,Claudia Gadelha,Joanna Jedrzejczyk,Blue,S-DEC,,Women's Strawweight
2875,John Moraga,Willie Gates,Red,SUB,Rear Naked Choke,Flyweight
2876,Joe Riggs,Ben Saunders,Blue,SUB,Injury,Welterweight
2877,Jamie Varner,Drew Dober,Blue,SUB,Rear Naked Choke,Lightweight
2878,Joe Ellenberger,Bryan Barberena,Blue,KO/TKO,Punches,Lightweight
2879,David Michaud,Garett Whiteley,Red,U-DEC,,Lightweight
2880,Henry Cejudo,Dustin Kimura,Red,U-DEC,,Bantamweight
2881,Anthony Birchak,Ian Entwistle,Blue,SUB,Heel Hook,Bantamweight
2882,Carla Esparza,Rose Namajunas,Red,SUB,Rear Naked Choke,Women's Strawweight
2883,Jeremy Stephens,Charles Oliveira,Blue,U-DEC,,Featherweight
2884,Joe Proctor,Yancy Medeiros,Blue,SUB,Guillotine Choke,Lightweight
2885,Jessica Penne,Randa Markos,Red,S-DEC,,Women's Strawweight
2886,Felice Herrig,Lisa Ellis,Red,SUB,Armbar,Women's Strawweight
2887,Bec Rawlings,Heather Jo Clark,Blue,,,Women's Strawweight
2888,Joanne Calderwood,Seohee Ham,Red,,,Women's Strawweight
2889,Tecia Torres,Angela Magana,Red,U-DEC,,Women's Strawweight
2890,Aisling Daly,Alex Chambers,Red,SUB,Armbar,Women's Strawweight
2891,Emily Peters Kagan,Angela Hill,Blue,,,Women's Strawweight
2892,Johny Hendricks,Robbie Lawler,Blue,S-DEC,,Welterweight
2893,Anthony Pettis,Gilbert Melendez,Red,SUB,Guillotine Choke,Lightweight
2894,Travis Browne,Brendan Schaub,Red,KO/TKO,Punches,Heavyweight
2895,Todd Duffee,Anthony Hamilton,Red,KO/TKO,Punch,Heavyweight
2896,Tony Ferguson,Abel Trujillo,Red,SUB,Rear Naked Choke,Lightweight
2897,Urijah Faber,Francisco Rivera,Red,SUB,Other - Choke,Bantamweight
2898,Eddie Gordon,Josh Samman,Blue,KO/TKO,Kick,Middleweight
2899,Corey Anderson,Justin Jones,Red,U-DEC,,Light Heavyweight
2900,Raquel Pennington,Ashlee Evans-Smith,Red,SUB,Other - Choke,Women's Bantamweight
2901,Sergio Pettis,Matt Hobar,Red,U-DEC,,Bantamweight
2902,Alex White,Clay Collard,Blue,U-DEC,,Featherweight
2903,Frankie Edgar,Cub Swanson,Red,SUB,Neck Crank,Featherweight
2904,Bobby Green,Edson Barboza,Blue,U-DEC,,Lightweight
2905,Brad Pickett,Chico Camus,Blue,S-DEC,,Flyweight
2906,Jared Rosholt,Aleksei Oleinik,Blue,KO/TKO,Punch,Heavyweight
2907,Joseph Benavidez,Dustin Ortiz,Red,U-DEC,,Flyweight
2908,Matt Wiman,Isaac Vallie-Flagg,Red,U-DEC,,Lightweight
2909,Ruslan Magomedov,Josh Copeland,Red,U-DEC,,Heavyweight
2910,Luke Barnatt,Roger Narvaez,Blue,S-DEC,,Middleweight
2911,James Vick,Nick Hein,Red,U-DEC,,Lightweight
2912,Yves Edwards,Akbarh Arreola,Blue,SUB,Armbar,Lightweight
2913,Paige VanZant,Kailin Curran,Red,KO/TKO,Punches,Women's Strawweight
2914,Juan Puig,Dooho Choi,Blue,,,Featherweight
2915,Fabricio Werdum,Mark Hunt,Red,KO/TKO,Flying Knee,Heavyweight
2916,Jake Ellenberger,Kelvin Gastelum,Blue,SUB,Rear Naked Choke,Welterweight
2917,Ricardo Lamas,Dennis Bermudez,Red,SUB,Guillotine Choke,Featherweight
2918,Augusto Montano,Chris Heatherly,Red,KO/TKO,Knees,Welterweight
2919,Edgar Garcia,Hector Urbina,Blue,SUB,Guillotine Choke,Welterweight
2920,Yair Rodriguez,Leonardo Morales,Red,U-DEC,,Featherweight
2921,Alejandro Perez,Jose Quinonez,Red,U-DEC,,Bantamweight
2922,Jessica Eye,Leslie Smith,Red,KO/TKO,,Women's Bantamweight
2923,Gabriel Benitez,Humberto Brown,Red,,,Featherweight
2924,Henry Briones,Guido Cannetti,Red,SUB,Rear Naked Choke,Bantamweight
2925,Marco Beltran,Marlon Vera,Red,U-DEC,,Bantamweight
2926,Mauricio Rua,Ovince Saint Preux,Blue,KO/TKO,Punch,Light Heavyweight
2927,Warlley Alves,Alan Jouban,Red,U-DEC,,Welterweight
